Complexity,Loss,Equation
1,7.578766e-5,"0.12465985"
5,2.2383538e-6,"0.124857366 + (x1843 * 0.008491734)"
7,1.2922726e-6,"((x1592 - x1884) * -0.005721832) + 0.12483413"
11,9.984548e-7,"(((x2732 - (x2845 - x2732)) - x1884) * -0.0033770509) + 0.124838956"
13,9.597361e-7,"((((x2732 - x2845) - (x2732 * -1.0773546)) - x1884) * -0.0033770509) + 0.124838956"
15,5.761296e-7,"((((x2805 * (0.27247652 * (x1841 - -2.3893383))) * 0.7820733) - x1866) * -0.0068474677) + 0.12414771"
